Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,
1210 — Saint-Josse-ten-Noode,Apartment,,165000,62,1,1,0,0,,,,2,1,To renovate,20295953,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
3570 — Alken,,Service,230000,68,1,0,0,9,,,,,0,Good,20296940,No,
2018 — ANTWERPEN 2018,Apartment,,575000,200,1,0,0,15,,,,2,0,Just renovated,20299081,No,
9000 — Gent,Apartment,,649000,129,1,0,0,0,280,280,,,0,As new,20297176,No,
9070 — Destelbergen,Apartment,,649000,129,1,0,0,0,280,280,,,0,As new,20297174,No,
8370 — Blankenberge,Apartment,,469000,140,0,0,0,0,,,,,0,Just renovated,20313510,No,
,,,,0,0,0,0,,,,,0,,,,,
9032 — Wondelgem,,Ground,219000,85,0,1,0,0,,,,,0,Good,20305634,No,
2600 — Berchem,Apartment,,265000,94,1,0,0,0,,,,3,0,Good,20307965,No,
9400 — NINOVE,Apartment,,309000,81,1,0,0,6,,,,2,0,Just renovated,20308173,No,
2140 — ANTWERPEN,Apartment,,214900,82,1,0,0,0,,,,2,0,Good,20295695,No,
2140 — ANTWERPEN,Apartment,,219900,82,1,0,0,0,,,,2,0,Good,20295696,No,
2140 — ANTWERPEN,Apartment,,219900,82,1,0,0,0,,,,2,0,Good,20295693,No,
2940 — Stabroek,Apartment,,399000,130,1,0,0,8,,,,,0,Good,20296922,No,
9340 — Lede,Apartment,,245000,123,1,1,0,0,80,80,,,0,Good,20310226,No,
1080 — Sint-Jans-Molenbeek,Apartment,,325000,86,1,1,0,10,,,,2,1,As new,20310116,No,
8800 — Rumbeke,Apartment,,169000,77,0,1,0,0,,,,,0,Good,20302750,No,
2100 — DEURNE,Apartment,,235000,80,1,0,0,0,,,,2,0,Just renovated,20304889,No,
8400 — Oostende,Apartment,,650000,223,0,0,0,0,,,,,0,To renovate,20304627,No,
6810 — Chiny Jamoigne,Apartment,,184500,82,1,0,0,15,47,47,,4,1,,20317610,No,
9000 — Gent,Apartment,,295000,90,1,1,0,10,,,,2,1,As new,20319462,No,
9300 — Aalst (9300),,Loft,425000,,1,0,0,55,,,,,0,As new,20318939,No,
8400 — Oostende,,Penthouse,549000,,0,0,0,0,,,,,0,As new,20317345,No,
1140 — Evere,Apartment,,315000,93,1,1,0,0,,,,2,1,Good,20309627,No,
4102 — Seraing,Apartment,,325000,89,1,1,0,25,148,148,,2,1,As new,20239719,No,
2170 — Merksem,Apartment,,225000,99,1,1,0,0,,,,,0,Good,20299970,No,
1050 — Ixelles,Apartment,,900000,186,1,1,0,0,163,163,,2,1,As new,20297505,No,
1180 — Ukkel,Apartment,,299000,67,1,1,0,16,,,,3,1,Good,20313267,No,
2170 — MERKSEM,Apartment,,199900,85,1,0,0,3,,,,3,0,Good,20293555,No,
,,,,0,0,0,0,,,,,0,,,,,
9971 — Lembeke,Apartment,,365000,107,1,1,0,14,,,,,0,Just renovated,20306548,No,
2880 — BORNEM,Apartment,,229000,127,1,0,0,14,,,,2,0,To be done up,20299647,No,
1180 — Uccle,Apartment,,460000,141,1,0,1,0,25,25,,2,1,Good,20297309,"('Under option', 'No')",
1300 — WAVRE,Apartment,,269000,130,1,1,0,54,,,,2,1,Good,20291880,No,
2018 — ANTWERPEN,Apartment,,469000,116,1,0,0,4,,,,2,0,Just renovated,20291474,No,
1150 — Woluwe-Saint-Pierre,Apartment,,885000,200,1,1,0,14,,,,3,1,Good,20290513,No,
9300 — Aalst (9300),Apartment,,124999,48,0,1,0,0,,,,2,0,Good,20305175,No,
8800 — Roeselare,Apartment,,229000,104,1,0,0,0,,,,,0,Good,20304284,No,
8300 — Knokke-Zoute,Apartment,,349500,46,1,1,0,0,,,,2,0,Good,20304205,No,
8400 — Oostende,Apartment,,144000,54,0,1,0,4,,,,,0,Good,20294256,No,
4020 — LIÈGE,Apartment,,159000,81,1,0,0,6,,,,2,1,To be done up,20295476,No,
8400 — Oostende,Apartment,,185000,67,0,0,0,5,,,,,0,Good,20294257,No,
9960 — ASSENEDE,Apartment,,274000,120,1,0,0,0,,,,2,0,Good,20296457,No,
2600 — BERCHEM,Apartment,,1095000,362,1,0,0,0,170,170,,,0,Just renovated,20296152,No,
,,,,0,0,0,0,,,,,0,,,,,
2600 — BERCHEM,Apartment,,299000,113,1,0,0,12,,,,,0,Good,20288094,"('Under option', 'No')",
2600 — BERCHEM,Apartment,,499000,161,1,0,1,106,,,,,0,Good,20289024,No,
1180 — Uccle,Apartment,,269000,70,1,1,0,10,,,,2,1,As new,20301172,No,
1620 — Drogenbos,Apartment,,269000,70,1,1,0,10,,,,2,1,As new,20301175,No,
1050 — Ixelles,Apartment,,695000,150,1,0,0,0,,,,2,1,As new,20303490,No,
1000 — BRUXELLES,Apartment,,365000,106,1,0,0,7,,,,4,1,As new,20319079,No,
9000 — Gent,,Service,450000,127,1,1,0,80,85,85,,2,1,Good,20317724,No,
1050 — Ixelles,Apartment,,499000,150,1,0,0,0,,,,3,1,To be done up,20318929,No,
2930 — Brasschaat,,Penthouse,945000,315,0,0,0,40,,,,,0,Good,20319014,No,
8434 — Westende,,Flat,168000,33,0,1,0,0,,,,,0,Just renovated,20309679,No,
8400 — Oostende,Apartment,,245000,87,1,0,0,1,,,,,0,,20309345,No,
9140 — Temse,Apartment,,239000,85,1,1,0,0,,,,,0,Just renovated,20300197,No,
8430 — MIDDELKERKE,Apartment,,205000,42,1,1,0,3,,,,,0,Good,20316964,No,
4420 — Saint-Nicolas,Apartment,,229000,93,1,1,0,13,,,,3,1,Good,20312775,No,
2610 — Antwerpen Wilrijk,Apartment,,249900,100,1,1,0,4,,,,3,1,Good,20315028,No,
4500 — HUY,Apartment,,270000,117,1,0,0,16,150,150,,2,0,,20316997,No,
8500 — Kortrijk,,Loft,365000,126,1,0,0,0,,,,2,0,Good,20316536,No,
1200 — Woluwe-Saint-Lambert,Apartment,,445000,120,1,1,0,6,,,,2,1,As new,20317393,No,
3000 — Leuven,Apartment,,485000,180,0,0,0,3,,,,,0,,20312851,No,
2000 — ANTWERPEN,Apartment,,885000,165,1,0,0,0,,,,,0,Good,20316598,No,
1040 — ETTERBEEK,,Penthouse,1150000,198,0,0,0,42,,,,,0,Just renovated,20316000,No,
1930 — Zaventem,,Flat,169000,39,1,1,0,5,,,,2,1,As new,20291799,No,
9050 — Ledeberg,Apartment,,225000,80,0,0,0,0,,,,,0,To be done up,20307477,No,
9050 — Gentbrugge,Apartment,,245000,68,0,1,0,0,,,,,0,Just renovated,20307448,No,
9000 — Gent,Apartment,,320000,85,0,1,0,0,,,,,0,To be done up,20307405,No,
8400 — Oostende,Apartment,,395000,87,0,1,0,6,,,,,0,,20306598,No,
9971 — Lembeke,Apartment,,495000,165,1,1,0,17,79,79,,,0,Just renovated,20306528,No,
1070 — Anderlecht,Apartment,,199000,78,1,1,0,10,,,,4,1,Good,20296384,No,
,,,,0,0,0,0,,,,,0,,,,,
8300 — Knokke,Apartment,,465000,79,1,1,0,0,,,,2,0,To renovate,20296888,No,
1000 — Bruxelles,Apartment,,475000,145,1,1,0,0,,,,2,1,Good,20295055,No,
2000 — Antwerpen (2000),,Penthouse,679000,157,1,0,0,39,,,,,0,,20310948,No,
1180 — Uccle,,Penthouse,525000,160,1,0,0,40,,,,3,1,Good,20288641,No,
,,,,0,0,0,0,,,,,0,,,,,
8420 — De Haan,Apartment,,225000,71,0,0,0,0,,,,,0,Just renovated,20305571,No,
2060 — ANTWERPEN,,Kot,235000,53,1,0,0,0,,,,2,0,Just renovated,20306805,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
1030 — Schaerbeek,Apartment,,399000,120,1,1,0,8,,,,3,1,Good,20304440,No,
6600 — BASTOGNE,Apartment,,345000,125,1,0,0,0,,,,3,0,Good,20296498,No,
7500 — Tournai,,Ground,199000,118,1,1,0,5,80,80,,2,1,Good,20301358,No,
2640 — MORTSEL,Apartment,,259000,98,1,0,0,6,,,,,0,Just renovated,20305564,No,
2640 — MORTSEL,Apartment,,295000,98,1,0,0,5,,,,,0,Just renovated,20305565,No,
1180 — Uccle,Apartment,,695000,125,1,1,0,27,,,,3,1,As new,20301898,No,
,,,,0,0,0,0,,,,,0,,,,,
2200 — HERENTALS,,Ground,220000,60,1,0,0,6,,,,2,0,,20318628,No,
2200 — HERENTALS,,Ground,340000,98,1,0,0,0,35,35,,2,0,,20318669,No,
8400 — Oostende,Apartment,,139000,95,0,1,0,10,100,100,,,0,To be done up,20293552,No,
2020 — ANTWERPEN,Apartment,,149500,89,0,0,0,1,,,,3,0,To be done up,20286074,"('Under option', 'No')",
1400 — Nivelles,Apartment,,180000,95,1,0,0,13,,,,4,0,To renovate,20285846,"('Under option', 'No')",
2660 — HOBOKEN,Apartment,,249900,97,0,0,0,3,,,,2,0,As new,20286450,No,
4280 — Hannut,Apartment,,175000,103,1,1,0,0,,,,4,1,Good,20300813,No,
4280 — Hannut,Apartment,,190000,103,1,1,0,0,,,,4,1,Good,20300812,No,
8780 — Oostrozebeke,Apartment,,235000,80,1,1,0,0,,,,,0,Good,20299963,No,
1140 — Evere,Apartment,,335000,106,1,0,0,3,,,,,0,Good,20299959,No,
8300 — Knokke-Heist,Apartment,,775000,85,1,1,0,0,,,,2,0,Good,20299835,No,
9220 — Hamme (9220),Apartment,,215000,66,0,0,0,0,,,,,0,Good,20312891,No,
2630 — AARTSELAAR,Apartment,,399500,96,1,0,0,7,,,,,0,,20315712,No,
9300 — AALST,Apartment,,289000,107,1,0,0,0,,,,3,0,Good,20293114,"('Under option', 'No')",
1180 — Uccle,Apartment,,360000,101,1,1,0,5,,,,3,1,As new,20306741,No,
2050 — Antwerpen (2050),Apartment,,365000,95,1,0,0,0,,,,,0,Good,20307991,No,
9971 — Lembeke,Apartment,,385000,129,1,1,0,16,,,,,0,Just renovated,20306568,No,
8400 — Oostende,Apartment,,445000,115,0,1,0,8,,,,,0,,20308020,No,
1060 — Saint-Gilles,Apartment,,520000,149,0,1,0,10,,,,,1,,20306746,No,
9660 — Brakel,Apartment,,220000,93,1,1,0,0,,,,,0,Good,20297038,No,
2000 — ANTWERPEN,Apartment,,349000,106,0,0,0,1,,,,2,0,,20297481,No,
8670 — Koksijde,Apartment,,495000,103,0,0,0,0,,,,,0,Just renovated,20296872,No,
2000 — ANTWERPEN,Apartment,,699000,190,1,0,0,0,80,80,,,0,As new,20298763,No,
2018 — ANTWERPEN,Apartment,,699000,190,1,0,0,0,80,80,,,0,As new,20298764,No,
1000 — Bruxelles,Apartment,,1200000,233,1,1,0,0,150,150,,2,1,As new,20297504,No,
1050 — Ixelles,Apartment,,1200000,233,1,1,0,0,150,150,,2,1,As new,20297503,No,
1040 — Etterbeek,,Flat,190000,43,1,1,0,0,,,,2,1,Good,20314511,No,
1080 — Molenbeek-Saint-Jean,Apartment,,349000,131,0,1,0,4,,,,,0,,20312459,No,
1150 — Woluwe-Saint-Pierre,Apartment,,365000,110,1,1,0,14,,,,2,1,Good,20314816,No,
1050 — IXELLES,Apartment,,545000,126,1,0,0,7,,,,2,0,,20311714,"('Under option', 'No')",
1000 — Bruxelles,,Duplex,460000,146,1,1,0,52,,,,2,1,As new,20290634,No,
,,,,0,0,0,0,,,,,0,,,,,
9991 — Maldegem Adegem,,Ground,299000,75,1,1,0,40,,,,3,1,As new,20305710,No,
8450 — Bredene,Apartment,,325000,84,1,0,0,0,,,,,0,Good,20304706,No,
1000 — Brussel,Apartment,,375000,96,1,1,0,12,,,,4,1,Good,20304339,No,
2610 — WILRIJK,Apartment,,475000,98,1,0,0,10,120,120,,3,0,,20307646,No,
2650 — EDEGEM,Apartment,,274900,70,1,0,0,0,80,80,,2,0,Good,20285048,No,
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
2060 — ANTWERPEN,Apartment,,265000,110,1,0,0,0,,,,2,0,Just renovated,20296493,No,
3110 — ROTSELAAR,Apartment,,307500,174,1,0,0,0,,,,,0,Just renovated,20296772,No,
3111 — WEZEMAAL,Apartment,,307500,174,1,0,0,0,,,,,0,Just renovated,20296771,No,
2830 — WILLEBROEK,Apartment,,310000,133,1,0,0,36,,,,,0,Good,20295500,No,
1000 — Bruxelles,Apartment,,900000,186,1,1,0,0,163,163,,2,1,As new,20296660,No,
8300 — Knokke,Apartment,,1250000,110,1,0,0,0,,,,2,0,Good,20294174,No,
8301 — Duinbergen,Apartment,,1250000,110,1,0,0,0,,,,2,0,Good,20294175,No,
3000 — LEUVEN,,Flat,175000,29,1,0,0,0,,,,,0,Good,20303900,No,
1140 — Evere,Apartment,,354000,74,1,1,0,5,,,,2,1,As new,20303077,No,
1000 — Bruxelles,Apartment,,695000,150,1,1,0,0,,,,2,1,As new,20303181,No,
1050 — Ixelles,Apartment,,695000,150,1,1,0,0,,,,2,1,As new,20303180,No,
9000 — Gent,Apartment,,995000,165,1,0,0,8,,,,,0,Just renovated,20302763,No,
8310 — Assebroek,Apartment,,199000,91,1,0,0,10,,,,2,1,Good,20316508,No,
4000 — Liège,Apartment,,215000,94,1,1,0,7,,,,2,1,Good,20316876,No,
1190 — Forest,Apartment,,275000,95,1,1,0,3,,,,3,1,Good,20317785,No,
1180 — Uccle,Apartment,,300000,78,1,1,0,19,,,,2,1,Good,20317779,No,
9040 — Gent,Apartment,,349000,87,1,1,0,0,,,,2,1,Good,20317029,No,
8380 — Zeebrugge,Apartment,,240000,51,1,1,0,2,,,,1,0,Good,20293509,No,
8450 — Bredene,Apartment,,255000,93,1,0,0,8,,,,,0,Good,20293553,No,
8434 — Westende,,Flat,155000,37,0,1,0,0,,,,,0,Good,20309678,No,
1150 — Woluwe-Saint-Pierre,Apartment,,325000,100,1,1,0,10,,,,2,1,As new,20284237,No,
1200 — Woluwe-Saint-Lambert,Apartment,,449000,110,1,1,0,100,,,,3,1,To be done up,20185839,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
1150 — Woluwe-Saint-Pierre,Apartment,,590000,160,1,1,0,0,,,,3,1,To renovate,20284375,No,
1000 — Bruxelles,Apartment,,1175000,260,1,1,0,0,,,,3,1,As new,20281740,No,
8500 — Kortrijk,Apartment,,170000,70,0,1,0,0,,,,,0,Good,20300203,No,
8500 — Kortrijk,Apartment,,290000,134,0,1,0,0,,,,,0,Good,20300205,No,
9820 — Merelbeke,Apartment,,299000,155,1,0,0,0,,,,,0,To renovate,20299955,No,
1770 — Liedekerke,,Ground,235000,84,1,1,0,20,,,,3,0,Just renovated,20313853,No,
,,,,0,0,0,0,,,,,0,,,,,
2018 — Antwerpen,Apartment,,338000,87,0,0,0,4,,,,3,0,Good,20315029,No,
1300 — WAVRE,Apartment,,130000,55,1,1,0,0,,,,2,1,Good,20281148,No,
2610 — WILRIJK,Apartment,,299000,105,1,0,0,13,,,,,0,Good,20282367,No,
4000 — LIÈGE,Apartment,,329000,162,1,0,0,9,,,,2,0,Good,20281076,"('Under option', 'No')",
4000 — LIÈGE,Apartment,,920000,360,1,0,0,18,45,45,,3,0,Good,20281160,No,
9000 — Gent,Apartment,,335000,92,1,0,0,6,,,,2,0,Good,20309085,No,
1000 — Bruxelles,Apartment,,385000,94,1,0,0,20,,,,,0,Good,20307457,No,
1000 — Brussel,Apartment,,330000,107,1,0,0,19,,,,3,1,Good,20311721,No,
9051 — Sint-Denijs-Westrem,Apartment,,170000,68,1,0,0,0,,,,,1,Good,20296869,No,
9051 — Sint-Denijs-Westrem,Apartment,,210000,90,0,0,0,0,,,,,1,Good,20296871,No,
1000 — Bruxelles,,Flat,235000,59,1,1,0,0,,,,2,1,Good,20295048,No,
2600 — Berchem (2600),Apartment,,295000,90,0,1,0,2,,,,,0,Just renovated,20297010,No,
5580 — ROCHEFORT,Apartment,,195000,162,0,1,0,0,,,,3,0,,20312314,No,
1020 — LAEKEN (BRU.),,Ground,250000,82,1,0,0,3,90,90,,2,0,Good,20313010,No,
8400 — Oostende,,Triplex,320000,113,1,1,0,16,,,,2,0,Just renovated,20311884,No,
2018 — Antwerpen,Apartment,,398000,125,1,0,0,0,,,,3,0,Just renovated,20312993,No,
1050 — Ixelles,Apartment,,399000,112,1,0,0,0,,,,2,1,As new,20313422,No,
1040 — Etterbeek,Apartment,,385000,105,1,1,0,6,,,,3,1,As new,20290053,No,
8400 — Oostende,,Penthouse,548000,141,0,1,0,4,,,,,0,As new,20290754,No,
9060 — Zelzate,Apartment,,145000,67,1,0,0,0,,,,3,0,To renovate,20308317,No,
8370 — Blankenberge,Apartment,,159900,48,1,1,0,0,,,,,0,Good,20303208,No,
8370 — Blankenberge,Apartment,,280000,70,0,1,0,0,,,,,0,Just renovated,20304659,No,
1000 — Brussel,Apartment,,299000,86,1,1,0,0,,,,2,1,To be done up,20309025,No,
1200 — Woluwe-Saint-Lambert,Apartment,,525000,95,1,1,0,120,,,,,1,As new,20303458,No,
1050 — Ixelles,Apartment,,695000,132,1,0,0,32,32,32,,2,1,As new,20306003,No,
2170 — ANTWERPEN,,Ground,314900,125,1,0,0,0,150,150,,2,0,Just renovated,20283665,No,
1080 — MOLENBEEK-SAINT-JEAN,,Flat,150000,46,1,0,0,12,,,,2,1,Good,20294885,No,
8400 — Oostende,Apartment,,230000,85,0,1,0,7,,,,,0,Good,20294253,No,
1000 — Brussel,Apartment,,435000,100,1,1,0,2,,,,2,1,Just renovated,20295888,No,
,,,,0,0,0,0,,,,,0,,,,,
2650 — EDEGEM,Apartment,,249000,92,1,0,0,0,,,,2,0,Good,20290301,"('Under option', 'No')",
,,,,0,0,0,0,,,,,0,,,,,
,,,,0,0,0,0,,,,,0,,,,,
8370 — BLANKENBERGE,Apartment,,385000,124,1,0,0,0,,,,2,0,As new,20289489,No,
6900 — Marche-en-Famenne,Apartment,,155000,85,1,1,0,0,,,,3,1,Good,20301397,No,
2500 — LIER,Apartment,,417600,127,1,0,0,23,,,,2,0,,20305114,No,
9290 — BERLARE,,Penthouse,1325000,320,1,0,1,106,,,,4,0,,20303645,"('Under option', 'No')",
2580 — Putte,Apartment,,298000,69,1,0,0,0,,,,,0,,20317413,No,
2018 — Antwerpen,Apartment,,449000,165,0,0,0,6,,,,2,0,Good,20316628,No,
2018 — Antwerpen,Apartment,,269900,92,1,1,0,4,,,,2,1,As new,20309673,No,
4100 — Seraing Boncelles,Apartment,,360000,116,1,1,0,5,,,,,1,As new,20309411,No,
1050 — Ixelles,Apartment,,570000,122,1,0,0,15,,,,2,1,Good,20293996,No,
1030 — Schaerbeek,Apartment,,142500,44,1,1,0,0,,,,2,1,Good,20240771,No,
,,,,0,0,0,0,,,,,0,,,,,
1040 — Etterbeek,Apartment,,195000,64,1,1,0,0,,,,2,1,To renovate,20222176,No,
1070 — Anderlecht,,Ground,265000,85,1,1,0,4,,,,2,1,As new,20231857,"('Under option', 'No')",
1030 — Schaerbeek,Apartment,,295000,75,1,1,0,6,,,,2,1,As new,20266489,No,
1200 — Woluwe-Saint-Lambert,Apartment,,295000,65,1,1,0,4,,,,,1,As new,20230625,"('Under option', 'No')",
1080 — Molenbeek-Saint-Jean,Apartment,,310000,117,1,1,0,16,,,,3,1,As new,20265748,No,
,,,,0,0,0,0,,,,,0,,,,,
1000 — Brussels,Apartment,,460000,185,1,1,0,17,,,,2,1,As new,20228295,No,
1200 — Woluwe-Saint-Lambert,,Penthouse,1195000,215,1,1,0,45,,,,3,1,As new,20200669,No,
8400 — Oostende,Apartment,,275000,107,1,1,0,1,,,,,0,,20299953,No,
4960 — Malmedy,,Ground,280000,129,1,1,0,3749,60,60,,3,1,As new,20302351,No,
9700 — Oudenaarde,Apartment,,297000,72,1,1,0,16,,,,4,1,As new,20300424,No,
1190 — Forest,Apartment,,399000,95,1,1,0,0,,,,2,1,Just renovated,20297894,No,
4520 — HUY,,Ground,220000,81,1,0,0,17,,,,2,0,,20316998,No,
1050 — Ixelles,,Penthouse,865000,195,1,1,0,45,,,,3,1,To renovate,20315168,No,
6800 — Libramont,Apartment,,189000,81,0,0,0,0,,,,2,0,Good,20293422,No,
8210 — Zedelgem,Apartment,,255000,98,0,1,0,0,,,,,0,Good,20307470,No,
9000 — Gent,Apartment,,279000,52,1,0,0,0,,,,,0,Just renovated,20307478,No,
1000 — Bruxelles,Apartment,,325000,53,1,1,0,0,,,,2,1,Just renovated,20307381,No,
9000 — Gent,Apartment,,325000,83,0,1,0,0,,,,,0,To renovate,20307460,No,
1000 — Bruxelles,Apartment,,345000,53,1,1,0,0,,,,2,1,Just renovated,20307827,No,
1070 — Anderlecht,Apartment,,375000,110,1,1,0,19,,,,2,1,As new,20306645,No,
9000 — Gent,,Duplex,375000,10,100,0,1,0,0,,,,,0,Good,20307456,No
2640 — Mortsel,Apartment,,279000,97,1,0,0,0,,,,4,0,Good,20298171,No,
4020 — Liège,Apartment,,445000,140,1,1,0,0,,,,3,1,As new,20295823,No,
1000 — Bruxelles,Apartment,,490000,180,1,1,0,9,,,,2,1,Good,20298182,No,
2610 — Wilrijk,Apartment,,375000,121,1,1,0,0,,,,2,0,Good,20312357,No,
,,,,0,0,0,0,,,,,0,,,,,
2430 — LAAKDAL,Apartment,,439000,135,1,0,0,10,,,,3,0,,20312524,No,
2610 — WILRIJK,Apartment,,259000,110,1,0,0,5,,,,,0,To be done up,20291808,No,
,,,,0,0,0,0,,,,,0,,,,,
2060 — ANTWERPEN,Apartment,,189000,45,1,0,0,0,,,,2,0,Just renovated,20305773,No,
9000 — Gent,Apartment,,595000,129,0,0,0,17,,,,,1,As new,20306038,No,
1040 — Etterbeek,Apartment,,750000,155,1,1,0,6,,,,2,1,Just renovated,20305895,No,
1180 — Uccle,Apartment,,239000,76,1,1,0,10,,,,2,1,To be done up,20245205,"('Under option', 'No')",
9880 — Aalter,Apartment,,379000,93,1,1,0,14,,,,,0,Good,20282323,No,
1030 — Schaerbeek,Apartment,,430000,100,1,1,0,10,,,,3,1,As new,20252770,No,
8301 — Heist-aan-Zee,,Duplex,1650000,173,1,1,0,40,,,,2,0,Good,20282649,No,
6600 — BASTOGNE,Apartment,,315000,125,1,0,0,22,27,27,,2,0,,20296398,No,
1150 — Woluwe-Saint-Pierre,Apartment,,395000,85,1,1,0,4,,,,,1,As new,20294684,No,
1000 — BRUXELLES,Apartment,,420000,123,1,0,0,2,,,,2,0,Just renovated,20295064,No,
1000 — Brussels,Apartment,,475000,100,1,0,0,6,,,,2,1,As new,20294600,No,
1150 — Woluwe-Saint-Pierre,Apartment,,645000,155,1,0,1,12,,,,2,1,As new,20293863,No,
1200 — Woluwe-Saint-Lambert,Apartment,,495000,90,1,1,0,8,,,,2,1,As new,20257426,No,
2600 — BERCHEM,,Ground,179000,84,1,0,0,0,,,,,0,To renovate,20289026,No,
8380 — ZEEBRUGGE,Apartment,,299500,106,1,0,0,10,,,,2,0,Good,20288494,No,
1030 — Schaarbeek,Apartment,,275000,85,1,1,0,18,,,,,1,As new,20303342,No,
5100 — JAMBES,Apartment,,399000,104,1,0,0,75,,,,,0,,20304550,No,
8300 — Knokke,Apartment,,525000,100,0,1,0,0,,,,,0,Good,20302714,No,
1080 — Molenbeek-Saint-Jean,,Penthouse,470000,130,1,1,0,90,,,,2,0,,20317979,No,
,,,,0,0,0,0,,,,,0,,,,,
4000 — Liège,Apartment,,210000,120,1,1,0,0,,,,4,1,Good,20267532,No,
4690 — Bassenge,,Duplex,274000,214,1,1,0,84,,,,3,1,As new,20141631,No,
1932 — Woluwe-Saint-Etienne,Apartment,,280000,86,1,1,0,16,,,,4,1,Good,20284128,No,
2830 — BLAASVELD,Apartment,,288000,85,1,0,0,15,,,,,0,Good,20287145,No,
1070 — Anderlecht,Apartment,,295000,95,1,1,0,12,,,,4,1,Good,20284185,No,
1332 — Genval,Apartment,,295000,62,1,1,0,5,2000,2000,,,1,As new,20233289,No,
1090 — Jette,Apartment,,299000,128,1,1,0,0,,,,2,1,Good,20260785,No,
1030 — Schaerbeek,,Loft,1095000,315,1,1,0,25,,,,2,0,As new,20225402,No,
1050 — Ixelles,,Penthouse,1350000,395,1,0,1,100,,,,4,1,As new,20302285,No,
8430 — MIDDELKERKE,,Flat,115000,35,1,1,0,0,,,,,0,Good,20316962,No,
,,,,0,0,0,0,,,,,0,,,,,
1180 — Uccle,Apartment,,450000,120,1,1,0,16,,,,4,0,,20316517,No,
1070 — Anderlecht,Apartment,,270000,75,1,1,0,8,,,,,1,As new,20221575,No,
1082 — Berchem-Sainte-Agathe,Apartment,,180000,70,1,1,0,10,,,,2,1,Good,20307836,"('Under option', 'No')",
1150 — Woluwe-Saint-Pierre,Apartment,,335000,70,1,1,0,6,,,,2,1,As new,20307223,No,
9000 — Gent,Apartment,,385000,73,0,1,0,0,,,,,0,Good,20307442,No,
1190 — Forest,Apartment,,229000,61,1,1,0,8,,,,,1,As new,20295057,No,
1190 — Forest,Apartment,,229000,67,1,1,0,4,,,,,1,As new,20295042,No,
1190 — Forest,Apartment,,239000,61,1,1,0,8,,,,,1,As new,20295041,No,
1000 — Bruxelles,Apartment,,299000,70,1,1,0,0,,,,2,1,Good,20294889,No,
1190 — Forest,Apartment,,309000,95,1,1,0,4,,,,,1,As new,20295037,No,
1190 — Forest,Apartment,,329000,95,1,1,0,4,,,,,1,To be done up,20295036,No,
2600 — BERCHEM,Apartment,,385000,110,1,0,0,12,,,,,0,,20298375,No,
1000 — BRUSSEL,Apartment,,628000,150,1,1,0,12,,,,2,0,Good,20299780,No,
8301 — HEIST-AAN-ZEE,Apartment,,299000,62,0,0,0,0,,,,,0,To restore,20311390,No,
8570 — Vichte,Apartment,,249000,90,1,0,0,0,,,,,0,Good,20290914,No,
8300 — Knokke-Zoute,Apartment,,685000,80,1,1,0,0,,,,2,0,Good,20288792,No,
8301 — Heist-aan-Zee,Apartment,,745000,169,0,1,0,22,,,,,0,As new,20290804,"('Under option', 'No')",
1050 — Bruxelles,,Penthouse,790000,188,1,0,1,20,,,,2,1,As new,20288769,No,
8300 — Knokke-Zoute,Apartment,,2375000,105,1,1,0,0,,,,2,0,Just renovated,20288788,No,
8370 — Blankenberge,Apartment,,140000,67,0,1,0,0,,,,,0,Good,20303192,No,
8370 — Blankenberge,Apartment,,185000,72,0,1,0,0,,,,,0,To be done up,20304264,No,
4000 — Liège,Apartment,,199000,72,1,1,0,0,,,,2,1,Good,20306316,"('Under option', 'No')",
2100 — DEURNE,Apartment,,199000,85,0,0,0,0,,,,2,0,As new,20284620,No,
2000 — ANTWERPEN,Apartment,,245000,62,1,1,0,0,,,,3,0,Good,20284240,No,
,,,,0,0,0,0,,,,,0,,,,,
8370 — BLANKENBERGE,Apartment,,399000,82,1,1,0,0,,,,2,0,Good,20284303,No,
8400 — Oostende,Apartment,,135000,65,0,0,0,15,,,,,0,Good,20294254,No,
1000 — BRUXELLES,Apartment,,165000,28,1,1,0,0,,,,2,0,As new,20295467,No,
1050 — Bruxelles,Apartment,,490000,180,1,1,0,9,,,,2,1,Good,20296427,No,
9660 — Brakel,,Loft,235000,310,1,0,0,0,,,,2,0,Good,20290573,No,
1000 — Bruxelles,,Kot,146000,24,1,1,0,0,,,,2,1,As new,20301337,No,
9040 — GENT,Apartment,,390000,210,0,0,0,2,,,,,0,,20305326,No,
1000 — Bruxelles,Apartment,,189000,55,1,0,0,15,,,,2,0,To be done up,20316118,No,
2640 — Mortsel,Apartment,,199000,90,1,0,0,1,,,,2,1,Good,20316821,No,
1170 — Boitsfort (Watermael-Boitsfort),Apartment,,300000,93,0,1,0,14,,,,4,1,,20317526,No,
2018 — Antwerpen,Apartment,,449000,165,0,0,0,12,45,45,,,0,As new,20316757,No,
