,Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,Tenement building
818,8300 — Knokke,Apartment,None,2375000.0,105.0,0,0,0,0.0,None,None,None,None,0.0,5,20276770,no,0
819,4020 — LIÈGE,Apartment,None,150000.0,84.0,1,0,0,0.0,None,None,None,3.0,0.0,none,20298244,no,0
820,1050 — Ixelles,Apartment,None,169000.0,34.0,1,1,0,6.0,None,None,None,2.0,1.0,3,20295803,no,0
821,2140 — Antwerpen Borgerhout,Apartment,None,184900.0,100.0,1,1,0,22.0,None,None,None,2.0,1.0,1,20295588,no,0
822,2050 — Antwerpen (2050),Apartment,None,220000.0,74.0,0,0,0,0.0,None,None,None,None,0.0,3,20297130,no,0
823,5100 — JAMBES,Apartment,None,260000.0,99.0,1,0,0,0.0,None,None,None,3.0,0.0,none,20297987,no,0
824,2930 — Brasschaat,Apartment,None,275000.0,90.0,1,0,0,0.0,None,None,None,3.0,0.0,3,20296833,no,0
825,1160 — Auderghem,Apartment,None,319000.0,97.0,1,1,0,2.0,None,None,None,2.0,1.0,1,20296734,no,0
826,8370 — Blankenberge,Apartment,None,335000.0,100.0,0,1,0,0.0,None,None,None,None,0.0,none,20296902,no,0
827,9090 — Melle,Apartment,None,278000.0,96.0,1,1,0,8.0,None,None,None,None,0.0,3,20272721,no,0
828,1081 — KOEKELBERG,Apartment,None,295000.0,104.0,1,0,0,6.0,None,None,None,2.0,0.0,5,20273373,no,0
829,9000 — GENT,Apartment,None,445000.0,105.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20273311,no,0
830,8300 — Knokke-Zoute,Apartment,None,2150000.0,154.0,1,1,0,0.0,None,None,None,4.0,0.0,4,20272608,no,0
831,9300 — AALST,Apartment,None,260250.0,110.0,1,0,0,8.0,None,None,None,4.0,0.0,none,20306104,no,0
832,1200 — WOLUWE-SAINT-LAMBERT,Apartment,None,380000.0,90.0,1,1,0,7.0,None,None,None,2.0,1.0,5,20306565,no,0
833,3500 — Hasselt,Apartment,None,499000.0,None,0,0,0,11.0,None,None,None,None,0.0,5,20305231,no,0
834,1070 — Anderlecht,Apartment,None,139500.0,51.0,1,1,0,8.0,None,None,None,2.0,1.0,1,20083690,1,0
835,2060 — ANTWERPEN,Apartment,None,139900.0,50.0,1,0,0,2.0,None,None,None,3.0,0.0,1,20151621,1,0
836,4020 — Liège,Apartment,None,160000.0,88.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20016425,1,0
837,4000 — Liège,Apartment,None,169000.0,87.0,1,1,0,3.0,None,None,None,2.0,1.0,3,20228934,1,0
838,2600 — BERCHEM,Apartment,None,175000.0,90.0,1,0,0,12.0,None,None,None,2.0,0.0,1,20189302,no,0
839,2610 — ANTWERPEN,Apartment,None,175000.0,50.0,1,0,0,6.0,None,None,None,2.0,0.0,2,20217219,no,0
840,2140 — BORGERHOUT,Apartment,None,184900.0,80.0,1,0,0,17.0,None,None,None,2.0,0.0,3,20105270,no,0
841,1000 — BRUSSEL,Apartment,None,210000.0,59.0,1,1,0,3.0,None,None,None,2.0,0.0,3,20240348,no,0
842,2570 — DUFFEL,Apartment,None,215000.0,90.0,0,0,0,36.0,215.0,215.0,None,None,0.0,3,20250291,1,0
843,2830 — WILLEBROEK,Apartment,None,225000.0,75.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20193964,no,0
844,1082 — Berchem-Sainte-Agathe,Apartment,None,239000.0,88.0,1,1,0,8.0,None,None,None,3.0,1.0,5,10419257,1,0
845,2140 — BORGERHOUT,Apartment,None,249000.0,100.0,1,0,0,4.0,None,None,None,2.0,0.0,3,20242568,1,0
846,2600 — BERCHEM,Apartment,None,249000.0,92.0,1,0,0,5.0,None,None,None,None,0.0,3,20149840,no,0
847,4000 — Liège,Apartment,None,249000.0,203.0,1,1,0,12.0,None,None,None,2.0,1.0,3,20185558,1,0
848,4032 — Liège,Apartment,None,249000.0,203.0,1,1,0,12.0,None,None,None,2.0,1.0,3,20185559,1,0
849,2660 — HOBOKEN,Apartment,None,259000.0,126.0,1,0,0,10.0,None,None,None,2.0,0.0,5,20106674,1,0
850,1800 — VILVOORDE,Apartment,None,269000.0,71.0,1,0,0,9.0,None,None,None,None,0.0,3,20252058,1,0
851,1070 — Anderlecht,Apartment,None,279000.0,87.0,1,1,0,17.0,None,None,None,3.0,1.0,5,11478845,1,0
852,2880 — BORNEM,Apartment,None,297000.0,106.0,1,0,0,22.0,None,None,None,3.0,0.0,3,11187683,no,0
853,1180 — Uccle,Apartment,None,299000.0,93.0,1,1,0,8.0,None,None,None,2.0,1.0,1,11467450,1,0
854,2600 — BERCHEM,Apartment,None,299000.0,111.0,1,0,0,17.0,None,None,None,2.0,0.0,3,20201272,1,0
855,2880 — BORNEM,Apartment,None,324000.0,88.0,1,0,0,9.0,None,None,None,2.0,0.0,3,20014129,1,0
856,1200 — Woluwe-Saint-Lambert,Apartment,None,325000.0,75.0,1,1,0,6.0,None,None,None,4.0,1.0,5,11179448,1,0
857,1070 — Anderlecht,Apartment,None,335000.0,100.0,1,1,0,21.0,None,None,None,2.0,1.0,5,20218592,no,0
858,1731 — ZELLIK,Apartment,None,365000.0,127.0,1,0,0,30.0,None,None,None,2.0,0.0,5,11422551,1,0
859,1000 — Brussel,Apartment,None,375000.0,93.0,1,0,0,2.0,None,None,None,2.0,1.0,3,11355923,no,0
860,2018 — ANTWERPEN 2018,Apartment,None,375000.0,100.0,1,0,0,20.0,None,None,None,None,0.0,3,20236289,no,0
861,1170 — Watermael-Boitsfort,Apartment,None,550000.0,143.0,1,1,0,18.0,None,None,None,2.0,1.0,3,20234084,no,0
862,1200 — Woluwe-Saint-Lambert,Apartment,None,550000.0,115.0,1,1,0,4.0,None,None,None,2.0,1.0,3,11468607,1,0
863,1180 — Uccle,Apartment,None,639000.0,167.0,1,1,0,38.0,None,None,None,2.0,1.0,3,20154889,no,0
864,1410 — Waterloo,Apartment,None,685000.0,168.0,1,1,0,16.0,None,None,None,3.0,1.0,5,20067543,1,0
865,8301 — Heist-aan-Zee,Apartment,None,685000.0,112.0,1,1,0,6.0,None,None,None,2.0,0.0,4,20243744,no,0
866,1180 — Uccle,Apartment,None,1250000.0,300.0,1,1,0,29.0,None,None,None,None,1.0,3,20198126,no,0
867,8430 — MIDDELKERKE,Apartment,None,299000.0,60.0,1,1,0,0.0,None,None,None,None,0.0,3,20269510,no,0
868,3000 — LEUVEN,Apartment,None,415000.0,101.0,0,1,0,7.0,None,None,None,2.0,0.0,3,20269011,no,0
869,4460 — GRÂCE-HOLLOGNE,Apartment,None,219000.0,75.0,1,0,0,30.0,None,None,None,3.0,0.0,3,20284400,no,0
870,1000 — BRUSSEL,Apartment,None,225000.0,61.0,1,1,0,2.0,None,None,None,2.0,0.0,3,20283652,1,0
871,9300 — Aalst (9300),Apartment,None,249000.0,82.0,0,1,0,0.0,None,None,None,2.0,0.0,4,20282670,no,0
872,9300 — AALST,Apartment,None,289000.0,111.0,0,0,0,0.0,None,None,None,None,0.0,3,20284641,1,0
873,1500 — HALLE,Apartment,None,299000.0,99.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20284458,no,0
874,4031 — Liège,Apartment,None,259000.0,99.0,1,0,0,0.0,None,None,None,1.0,1.0,5,20312956,no,0
875,1731 — Asse,Apartment,None,199000.0,76.0,1,0,0,0.0,100.0,100.0,None,2.0,1.0,2,20293957,no,0
876,1370 — Jodoigne,Apartment,None,200000.0,80.0,1,0,0,0.0,None,None,None,3.0,0.0,none,20295849,no,0
877,1180 — Uccle,Apartment,None,245000.0,70.0,1,1,0,5.0,None,None,None,2.0,1.0,3,20294830,no,0
878,1050 — Ixelles,Apartment,None,249000.0,97.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20295061,no,0
879,8400 — Oostende,Apartment,None,169000.0,77.0,1,1,0,4.0,None,None,None,2.0,1.0,3,20310036,no,0
880,9200 — OUDEGEM,Apartment,None,199000.0,85.0,1,0,0,7.0,None,None,None,None,0.0,3,20264359,no,0
881,9000 — Gent,Apartment,None,360000.0,80.0,0,0,0,0.0,None,None,None,None,0.0,1,20278927,no,0
882,8780 — Oostrozebeke,Apartment,None,159000.0,110.0,1,0,0,0.0,None,None,None,None,0.0,3,20286808,no,0
883,2861 — Onze-Lieve-Vrouw-Waver,Apartment,None,189000.0,65.0,1,0,0,0.0,None,None,None,None,0.0,none,20302804,no,0
884,9120 — Beveren,Apartment,None,210000.0,93.0,1,1,0,6.0,None,None,None,2.0,0.0,1,20305017,no,0
885,8500 — Kortrijk,Apartment,None,565000.0,140.0,0,1,0,0.0,None,None,None,None,0.0,none,20302554,1,0
886,2018 — Antwerpen (2018),Apartment,None,195000.0,70.0,0,0,0,0.0,None,None,None,None,0.0,2,20275300,no,0
887,2100 — DEURNE,Apartment,None,199000.0,84.0,1,0,0,0.0,None,None,None,2.0,0.0,4,20277728,1,0
888,9190 — Stekene,Apartment,None,249000.0,121.0,0,0,0,0.0,None,None,None,None,0.0,5,20319004,no,0
889,8793 — Sint-Eloois-Vijve,Apartment,None,259000.0,100.0,0,1,0,0.0,None,None,None,None,0.0,3,20275310,no,0
890,9060 — Zelzate,Apartment,None,275000.0,178.0,1,0,1,0.0,None,None,None,2.0,1.0,1,20316017,no,0
891,9700 — OUDENAARDE,Apartment,None,295000.0,107.0,1,0,0,0.0,None,None,None,None,0.0,3,20275860,no,0
892,1200 — Woluwe-Saint-Lambert,Apartment,None,450000.0,120.0,1,1,0,15.0,None,None,None,2.0,1.0,3,20231390,1,0
893,1200 — Woluwe-Saint-Lambert,Apartment,None,490000.0,110.0,0,1,0,0.0,None,None,None,2.0,1.0,none,20317527,no,0
894,8620 — Nieuwpoort,Apartment,None,549000.0,100.0,1,1,0,0.0,None,None,None,None,0.0,4,20275451,no,0
895,2000 — ANTWERPEN,Apartment,None,649000.0,160.0,1,0,0,18.0,93.0,93.0,None,2.0,0.0,5,20272142,no,0
896,8670 — Oostduinkerke,Apartment,None,690000.0,110.0,1,1,0,0.0,None,None,None,None,0.0,5,20316619,no,0
897,8300 — Knokke-Heist,Apartment,None,845000.0,82.0,1,1,0,0.0,None,None,None,2.0,0.0,4,20275238,no,0
898,1070 — Anderlecht,Apartment,None,300000.0,70.0,1,1,0,6.0,None,None,None,2.0,1.0,5,20219569,no,0
899,3001 — LEUVEN,Apartment,None,315000.0,84.0,1,0,0,6.0,None,None,None,None,0.0,3,20159565,no,0
900,1040 — Etterbeek,Apartment,None,750000.0,155.0,1,0,0,6.0,None,None,None,2.0,1.0,5,20317222,no,0
901,1050 — Ixelles,Apartment,None,269000.0,57.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20309423,no,0
902,2000 — Antwerpen,Apartment,None,475000.0,146.0,1,0,0,0.0,None,None,None,3.0,1.0,3,20139105,no,0
903,3550 — Zolder,Apartment,None,265000.0,104.0,0,1,0,0.0,None,None,None,None,0.0,3,20269817,no,0
904,2020 — ANTWERPEN,Apartment,None,325000.0,130.0,1,0,0,4.0,None,None,None,None,0.0,3,20272044,no,0
905,8300 — Knokke-Zoute,Apartment,None,1190000.0,105.0,1,1,0,0.0,None,None,None,3.0,0.0,4,20270054,no,0
906,1080 — Molenbeek-Saint-Jean,Apartment,None,165000.0,60.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20212415,no,0
907,1070 — Anderlecht,Apartment,None,189000.0,58.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20267054,no,0
908,6800 — Libramont-Chevigny,Apartment,None,189500.0,59.0,1,1,0,6.0,None,None,None,None,1.0,5,20280282,1,0
909,4000 — Liège,Apartment,None,215000.0,130.0,1,0,0,10.0,None,None,None,2.0,1.0,1,20234942,no,0
910,6800 — Libramont-Chevigny,Apartment,None,269000.0,121.0,1,1,0,40.0,None,None,None,None,0.0,4,20231384,no,0
911,6800 — Libramont-Chevigny,Apartment,None,269000.0,120.0,1,1,0,20.0,None,None,None,None,1.0,4,20228655,no,0
912,1150 — Woluwe-Saint-Pierre,Apartment,None,355000.0,85.0,1,1,0,7.0,None,None,None,3.0,1.0,5,20231179,no,0
913,1000 — Brussel,Apartment,None,375000.0,110.0,1,1,0,13.0,None,None,None,2.0,1.0,3,20231790,no,0
914,1000 — Bruxelles,Apartment,None,385000.0,88.0,1,1,0,7.0,None,None,None,2.0,1.0,5,20222725,1,0
915,8000 — Brugge,Apartment,None,385000.0,93.0,1,1,0,3.0,None,None,None,2.0,1.0,5,20283592,no,0
916,1200 — Woluwe-Saint-Lambert,Apartment,None,445000.0,92.0,1,1,0,22.0,None,None,None,2.0,0.0,3,20177575,no,0
917,1050 — Ixelles,Apartment,None,460000.0,87.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20186309,no,0
918,8420 — De Haan,Apartment,None,529000.0,171.0,1,1,0,0.0,None,None,None,None,0.0,3,20285498,no,0
919,1040 — Etterbeek,Apartment,None,560000.0,108.0,1,1,0,8.0,None,None,None,2.0,1.0,5,20186328,no,0
920,1180 — Uccle,Apartment,None,1250000.0,300.0,1,1,0,30.0,None,None,None,3.0,1.0,5,20198932,no,0
921,2930 — Brasschaat,Apartment,None,285000.0,77.0,1,1,0,8.0,None,None,None,2.0,0.0,5,20301880,1,0
922,1180 — UCCLE,Apartment,None,370000.0,125.0,1,0,0,15.0,None,None,None,3.0,0.0,3,20302584,no,0
923,1050 — Ixelles,Apartment,None,425000.0,93.0,1,0,0,25.0,None,None,None,2.0,1.0,4,20301998,no,0
924,2812 — MUIZEN,Apartment,None,272000.0,211.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20265428,no,0
925,2000 — Antwerpen,Apartment,None,769000.0,130.0,1,0,0,22.0,None,None,None,2.0,0.0,4,20266820,no,0
926,2000 — Antwerpen,Apartment,None,824000.0,148.0,1,0,0,30.0,None,None,None,2.0,0.0,5,20314973,no,0
927,2610 — WILRIJK,Apartment,None,395000.0,119.0,1,0,0,5.0,None,None,None,2.0,0.0,4,20281780,no,0
928,2610 — WILRIJK,Apartment,None,425000.0,128.0,1,0,0,5.0,None,None,None,2.0,0.0,4,20281782,1,0
929,9000 — Gent,Apartment,None,227500.0,89.0,0,0,0,0.0,None,None,None,None,0.0,none,20308694,no,0
930,9030 — Mariakerke,Apartment,None,227500.0,89.0,0,0,0,0.0,None,None,None,None,0.0,none,20308614,no,0
931,8400 — Oostende,Apartment,None,339000.0,100.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20308148,no,0
932,8780 — Oostrozebeke,Apartment,None,169900.0,83.0,1,0,0,0.0,None,None,None,None,0.0,3,20278587,no,0
933,8380 — Zeebrugge,Apartment,None,249000.0,75.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20278349,no,0
934,8300 — Knokke,Apartment,None,1250000.0,75.0,0,0,0,0.0,None,None,None,None,0.0,3,20278563,no,0
935,8300 — Knokke,Apartment,None,1370000.0,110.0,0,0,0,0.0,None,None,None,None,0.0,5,20276769,no,0
936,8300 — Knokke,Apartment,None,2595000.0,115.0,0,1,0,0.0,None,None,None,None,0.0,4,20278566,no,0
937,8300 — Knokke,Apartment,None,2990000.0,181.0,0,0,0,0.0,None,None,None,None,0.0,5,20276778,no,0
938,8300 — Knokke,Apartment,None,3950000.0,100.0,0,0,0,0.0,None,None,None,None,0.0,4,20276759,no,0
939,5170 — LUSTIN,Apartment,None,220000.0,78.0,1,0,0,6.0,None,None,None,4.0,0.0,4,20236386,no,0
940,8300 — Knokke-Heist,Apartment,None,895000.0,85.0,1,1,0,11.0,None,None,None,2.0,1.0,5,11435800,no,0
941,6747 — Saint-Léger (Saint-Léger),Apartment,None,248000.0,89.0,0,1,0,0.0,None,None,None,3.0,1.0,none,20297594,no,0
942,1030 — SCHAARBEEK,Apartment,None,335000.0,88.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20299315,no,0
943,3000 — Leuven,Apartment,None,495000.0,140.0,1,0,0,33.0,None,None,None,None,0.0,none,20296873,no,0
944,1400 — Nivelles,Apartment,None,159000.0,75.0,1,1,0,13.0,10000.0,10000.0,None,4.0,1.0,3,20311635,no,0
945,6700 — Arlon,Apartment,None,169000.0,49.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20257836,1,0
946,2930 — Brasschaat,Apartment,None,349000.0,100.0,1,0,0,8.0,None,None,None,2.0,0.0,4,20274049,no,0
947,1200 — Woluwe-St.-Lambert,Apartment,None,385000.0,71.0,1,1,0,6.0,None,None,None,2.0,0.0,5,20113326,1,0
948,1200 — Woluwe-Saint-Lambert,Apartment,None,525000.0,120.0,1,1,0,0.0,None,None,None,3.0,1.0,3,20223219,1,0
949,9450 — Haaltert,Apartment,None,265000.0,90.0,0,1,0,8.0,None,None,None,None,0.0,3,20041721,no,0
950,8370 — Blankenberge,Apartment,None,130000.0,41.0,0,0,0,0.0,None,None,None,None,0.0,1,20290766,no,0
951,2018 — Antwerpen,Apartment,None,499900.0,185.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20290229,no,0
952,8400 — Oostende,Apartment,None,135000.0,83.0,1,1,0,0.0,None,None,None,2.0,1.0,1,20304344,no,0
953,6280 — Gerpinnes,Apartment,None,239000.0,85.0,0,0,0,4.0,None,None,None,3.0,0.0,5,20307236,no,0
954,2110 — WIJNEGEM,Apartment,None,285000.0,97.0,0,0,0,20.0,90.0,90.0,None,None,0.0,none,20308311,no,0
955,2660 — HOBOKEN,Apartment,None,149500.0,58.0,0,0,0,11.0,None,None,None,2.0,0.0,5,20122463,no,0
956,1070 — Anderlecht,Apartment,None,195000.0,85.0,1,1,0,20.0,None,None,None,2.0,1.0,1,20193281,1,0
957,1090 — Jette,Apartment,None,199000.0,73.0,1,1,0,3.0,None,None,None,2.0,1.0,5,11418338,1,0
958,1800 — Vilvoorde,Apartment,None,199500.0,51.0,1,0,0,7.0,None,None,None,None,1.0,5,20139247,1,0
959,1080 — Molenbeek-Saint-Jean,Apartment,None,212500.0,95.0,1,1,0,12.0,None,None,None,2.0,1.0,1,20062441,1,0
960,2830 — WILLEBROEK,Apartment,None,224000.0,54.0,1,0,0,12.0,None,None,None,2.0,0.0,3,20001565,no,0
961,1083 — GANSHOREN,Apartment,None,225000.0,93.0,1,0,0,3.0,None,None,None,3.0,0.0,1,20221453,1,0
962,8540 — DEERLIJK,Apartment,None,229500.0,89.0,0,0,0,30.0,None,None,None,None,0.0,3,11295983,no,0
963,1070 — Anderlecht,Apartment,None,240000.0,94.0,1,1,0,25.0,None,None,None,3.0,1.0,2,20192919,1,0
964,2060 — Antwerpen,Apartment,None,259000.0,65.0,1,0,0,10.0,None,None,None,2.0,1.0,5,20274554,1,0
965,9700 — Oudenaarde,Apartment,None,275000.0,65.0,0,1,0,5.0,None,None,None,2.0,0.0,3,11032758,no,0
966,9700 — Oudenaarde,Apartment,None,275000.0,65.0,0,1,0,5.0,None,None,None,2.0,0.0,3,10939272,no,0
967,2500 — LIER,Apartment,None,289000.0,91.0,1,0,0,11.0,None,None,None,2.0,0.0,4,20201069,no,0
968,2500 — LIER,Apartment,None,289000.0,91.0,1,0,0,11.0,None,None,None,2.0,0.0,4,20201050,1,0
969,1150 — Woluwe-Saint-Pierre - Sint-Pieters-Woluwe,Apartment,None,290000.0,77.0,1,0,0,12.0,None,None,None,None,1.0,3,20281609,no,0
970,1150 — Woluwe-Saint-Pierre,Apartment,None,295000.0,81.0,1,1,0,6.0,None,None,None,2.0,1.0,2,20117934,1,0
971,2570 — DUFFEL,Apartment,None,298000.0,81.0,1,0,0,4.0,None,None,None,None,0.0,3,20108995,1,0
972,9000 — Gent,Apartment,None,320000.0,65.0,0,0,0,3.0,None,None,None,2.0,1.0,5,20207397,no,0
973,1070 — Anderlecht,Apartment,None,330000.0,102.0,1,1,0,36.0,None,None,None,None,1.0,5,11367670,1,0
974,1180 — Uccle,Apartment,None,340000.0,94.0,1,1,0,3.0,None,None,None,2.0,1.0,5,20138082,1,0
975,1000 — Brussel,Apartment,None,365000.0,92.0,1,0,0,2.0,None,None,None,2.0,1.0,5,20244334,no,0
976,1000 — Bruxelles,Apartment,None,410000.0,125.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20089381,no,0
977,1050 — Ixelles,Apartment,None,410000.0,80.0,1,1,0,5.0,100.0,100.0,None,2.0,1.0,3,11485215,no,0
978,1410 — Waterloo,Apartment,None,420000.0,115.0,1,0,0,8.0,None,None,None,2.0,1.0,4,20163555,1,0
979,1180 — UCCLE,Apartment,None,455000.0,100.0,1,0,0,19.0,11000.0,11000.0,None,4.0,0.0,5,20067628,no,0
980,8300 — Knokke,Apartment,None,490000.0,87.0,1,1,0,7.0,None,None,None,2.0,0.0,3,11465241,no,0
981,1000 — Bruxelles,Apartment,None,595000.0,105.0,1,1,0,30.0,None,None,None,2.0,0.0,3,11109704,no,0
982,1180 — Uccle,Apartment,None,625000.0,172.0,1,1,0,20.0,None,None,None,3.0,1.0,4,20188374,no,0
983,1150 — Woluwe-Saint-Pierre,Apartment,None,849000.0,212.0,1,1,0,10.0,None,None,None,2.0,1.0,5,11441791,no,0
984,2660 — Hoboken,Apartment,None,238000.0,100.0,1,0,0,4.0,None,None,None,2.0,0.0,3,20268649,no,0
985,1200 — Woluwe-Saint-Lambert,Apartment,None,790000.0,220.0,1,1,0,8.0,None,None,None,None,1.0,5,20265506,no,0
986,1030 — SCHAERBEEK,Apartment,None,265000.0,70.0,1,0,0,15.0,None,None,None,2.0,0.0,3,20295024,no,0
987,1060 — SAINT-GILLES,Apartment,None,399000.0,120.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20295406,no,0
988,1180 — Uccle,Apartment,None,399000.0,122.0,1,1,0,4.0,None,None,None,2.0,1.0,3,20294890,no,0
989,2140 — ANTWERPEN,Apartment,None,275000.0,140.0,1,0,0,8.0,None,None,None,None,0.0,3,20310569,no,0
990,3080 — Tervuren,Apartment,None,375000.0,75.0,0,0,0,30.0,None,None,None,None,0.0,3,20264134,no,0
991,1180 — Uccle,Apartment,None,295000.0,89.0,1,1,0,2.0,None,None,None,2.0,1.0,3,20133165,1,0
992,8380 — Zeebrugge,Apartment,None,490000.0,105.0,1,0,0,0.0,None,None,None,2.0,0.0,5,20279546,no,0
993,8300 — Knokke,Apartment,None,1375000.0,164.0,0,1,0,0.0,None,None,None,None,0.0,2,20279605,no,0
994,6220 — Fleurus,Apartment,None,149000.0,65.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20304983,no,0
995,2160 — Wommelgem,Apartment,None,219000.0,53.0,1,0,0,2.0,None,None,None,2.0,0.0,none,20303554,no,0
996,2160 — Wommelgem,Apartment,None,289000.0,76.0,1,0,0,4.0,None,None,None,2.0,0.0,none,20303556,no,0
997,2160 — Wommelgem,Apartment,None,329000.0,83.0,1,0,0,9.0,None,None,None,2.0,0.0,none,20303555,no,0
998,1040 — Etterbeek,Apartment,None,350000.0,85.0,1,1,0,4.0,None,None,None,4.0,1.0,5,20303480,no,0
999,9080 — Zeveneken,Apartment,None,394308.0,110.0,1,0,0,21.0,None,None,None,None,0.0,5,20302598,no,0
1000,1050 — Ixelles,Apartment,None,445000.0,92.0,1,1,0,80.0,None,None,None,2.0,1.0,5,20302135,no,0
1001,1060 — Saint-Gilles,Apartment,None,445000.0,92.0,1,1,0,80.0,None,None,None,2.0,1.0,5,20302133,no,0
1002,9000 — Gent,Apartment,None,595000.0,105.0,1,1,1,0.0,None,None,None,None,1.0,5,20302372,no,0
1003,8450 — Bredene,Apartment,None,179000.0,55.0,1,0,0,21.0,None,None,None,None,0.0,3,20258652,no,0
1004,2610 — WILRIJK,Apartment,None,215000.0,84.0,1,0,0,4.0,None,None,None,3.0,0.0,3,20257884,no,0
1005,2100 — Deurne,Apartment,None,219000.0,88.0,0,0,0,4.0,None,None,None,2.0,0.0,3,20315950,no,0
1006,2650 — Edegem,Apartment,None,219000.0,92.0,1,1,0,7.0,None,None,None,2.0,1.0,3,20317435,no,0
1007,8580 — AVELGEM,Apartment,None,179500.0,90.0,1,0,0,0.0,None,None,None,None,0.0,3,20278247,no,0
1008,8400 — Oostende,Apartment,None,235000.0,53.0,1,1,0,0.0,None,None,None,None,0.0,4,20275002,no,0
1009,8300 — Knokke,Apartment,None,625000.0,95.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20275279,no,0
1010,2820 — BONHEIDEN,Apartment,None,639000.0,116.0,1,0,0,58.0,None,None,None,3.0,0.0,none,20278233,no,0
1011,9000 — Gent,Apartment,None,675000.0,163.0,1,1,0,8.0,None,None,None,None,0.0,3,20274997,no,0
1012,9040 — Gent Sint-Amandsberg,Apartment,None,265000.0,69.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20292128,no,0
1013,2018 — Antwerpen-Zuid,Apartment,None,219000.0,55.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20310114,no,0
1014,6860 — LÉGLISE,Apartment,None,235000.0,88.0,1,1,0,9.0,None,None,None,4.0,1.0,5,20309089,no,0
1015,1120 — Bruxelles,Apartment,None,259000.0,80.0,1,1,0,4.0,None,None,None,2.0,1.0,3,20309645,no,0
1016,4000 — Liège,Apartment,None,174000.0,94.0,1,1,0,0.0,40.0,40.0,None,2.0,1.0,3,20110045,1,0
1017,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,255000.0,105.0,1,0,0,9.0,None,None,None,2.0,0.0,4,20271091,1,0
1018,1853 — STROMBEEK-BEVER,Apartment,None,415000.0,175.0,1,0,0,0.0,None,None,None,3.0,0.0,1,20270658,1,0
1019,1180 — Uccle,Apartment,None,660000.0,142.0,1,0,0,28.0,None,None,None,2.0,1.0,5,20230997,no,0
1020,8301 — Duinbergen,Apartment,None,890000.0,72.0,1,1,0,0.0,None,None,None,3.0,0.0,3,20270087,no,0
1021,8300 — Knokke-Heist,Apartment,None,1235000.0,116.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20270055,no,0
1022,4000 — Liège,Apartment,None,175000.0,72.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20194555,1,0
1023,1070 — Anderlecht,Apartment,None,215000.0,87.0,1,0,0,3.0,None,None,None,2.0,1.0,3,20178977,1,0
1024,4000 — Liège,Apartment,None,220000.0,78.0,1,1,0,17.0,None,None,None,2.0,1.0,3,20228466,no,0
1025,1160 — Auderghem,Apartment,None,222500.0,50.0,1,1,0,8.0,None,None,None,3.0,1.0,3,20266102,no,0
1026,1070 — Anderlecht,Apartment,None,229000.0,87.0,1,0,0,3.0,None,None,None,2.0,1.0,3,20179052,1,0
1027,1070 — Anderlecht,Apartment,None,229000.0,87.0,1,0,0,3.0,None,None,None,2.0,1.0,3,20178981,1,0
1028,1070 — Anderlecht,Apartment,None,229000.0,87.0,1,0,0,3.0,None,None,None,2.0,1.0,3,20178979,1,0
1029,4500 — Huy,Apartment,None,235000.0,85.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20269434,no,0
1030,9060 — Zelzate,Apartment,None,285000.0,95.0,0,1,0,0.0,None,None,None,None,0.0,3,20217864,no,0
1031,1000 — Bruxelles,Apartment,None,289000.0,67.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20252137,no,0
1032,8810 — Lichtervelde,Apartment,None,304000.0,100.0,0,0,0,18.0,None,None,None,None,0.0,3,20283830,no,0
1033,1050 — Ixelles,Apartment,None,325000.0,55.0,1,0,0,6.0,None,None,None,2.0,1.0,4,20274561,no,0
1034,1000 — Bruxelles,Apartment,None,356000.0,104.0,1,0,0,9.0,None,None,None,3.0,1.0,5,20258232,no,0
1035,1020 — Laeken,Apartment,None,369000.0,148.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20266744,no,0
